1,2,3,4,5,6,7,8,9,10,11
0,7,-408,-223,-47,181,287,493,608,1,206
0,-290,87,-304,-193,507,611,388,595,1,986
0,-150,-269,-91,46,549,786,188,82,1,638
0,-41,-171,-349,72,624,464,248,323,1,789
0,-4,-57,-42,-155,318,698,259,555,1,1007
0,5,-93,-165,-390,560,841,198,548,1,876
0,13,40,-63,-134,688,514,467,371,0,423
0,-201,-265,-292,-162,282,604,264,303,0,141
0,64,-204,-133,-367,513,185,425,469,0,419
0,-303,-155,55,-279,258,622,350,562,0,769
0,-238,56,-51,-44,671,782,201,429,0,478
0,-17,54,-210,-269,288,311,297,587,0,605
0,13,-348,-223,-389,575,708,137,138,0,282
0,-257,-206,-296,-7,852,393,542,591,0,936
0,-68,65,-94,-58,540,486,379,602,0,162
0,-237,-289,13,-126,365,136,599,515,0,205
0,-131,-44,-4,-308,585,520,229,511,0,181
0,-78,-71,-149,-236,196,642,299,230,0,768
0,-140,-100,-194,-211,402,838,473,659,0,820
0,-306,-48,-72,-378,401,308,625,248,0,587
0,-199,-352,-151,42,396,488,556,134,0,662
0,-20,70,-220,-214,513,498,246,478,0,48
0,-19,44,-253,-200,384,353,365,165,0,167
0,-73,-5,-114,53,527,490,457,342,0,495
0,-378,-89,-284,-67,369,432,596,503,0,635
0,-96,-306,-64,41,634,296,462,305,0,642
0,-124,-349,99,88,624,532,596,191,0,904
0,-3,-242,-255,-239,558,488,657,349,0,200
0,-114,-376,-125,54,440,511,430,465,0,156
0,92,21,-173,32,524,442,662,475,0,999
0,-269,-119,96,-102,404,210,224,126,0,652
0,-321,-298,-85,-59,520,689,306,425,0,129
0,-128,-285,-32,-93,414,453,375,653,0,722
0,-236,-175,-256,23,755,611,164,476,0,450
0,-153,96,-359,-184,277,533,432,333,0,94
0,-167,-207,116,-348,585,570,535,133,0,620
0,-181,116,-371,-121,524,613,588,761,0,126
0,33,-68,-185,-355,567,340,670,418,0,248
0,19,-64,-303,79,527,715,677,545,0,220
0,-332,-344,-78,-107,441,574,380,550,0,993
0,-332,-159,54,-382,270,620,161,403,0,1015
0,-324,-142,-63,-101,438,527,262,14,0,889
0,-219,-310,28,-128,720,470,440,222,0,507
0,-282,-307,83,-46,392,618,381,425,0,131
0,-94,21,43,-62,424,352,516,462,0,4
0,-196,-171,-263,-330,644,772,346,455,0,110
0,-234,-75,-292,-327,459,648,548,197,0,658
0,72,-171,-280,-237,666,543,384,424,0,567
0,24,-24,-63,112,504,495,174,604,0,620
0,-355,59,-111,30,398,664,264,531,0,665
0,-190,3,87,-191,644,375,408,612,0,476
0,-365,-281,139,8,478,421,485,452,0,966
0,-280,28,-73,-97,698,491,241,492,0,789
0,-221,-227,-329,-64,680,245,521,580,0,642
0,-187,-25,-228,-359,392,725,625,115,0,317
0,-12,-166,-138,-306,503,353,492,325,0,549
0,91,-315,-235,-86,666,311,377,644,0,420
0,-110,-256,63,-9,209,498,372,188,0,243
0,-229,-11,39,-123,750,249,664,758,0,138
0,-86,114,-340,5,459,461,566,264,0,965
0,-78,10,-140,-34,344,586,475,425,0,552
0,-127,-258,83,126,758,523,400,165,0,285
0,72,-30,53,-31,496,484,150,284,0,501
0,-110,-104,-233,-126,356,455,326,303,0,623
0,-335,-334,28,59,417,584,339,459,0,385
0,76,-74,-268,-186,450,421,553,206,0,846
0,101,125,-49,105,448,518,477,606,0,342
0,100,-167,38,-266,675,538,411,577,0,445
0,-216,-330,106,-213,822,541,637,380,0,332
0,-188,-22,36,-137,547,320,222,450,0,866
0,-180,89,41,128,622,740,380,561,0,560
0,-98,30,61,110,520,482,699,326,0,16
0,-226,-259,-9,-283,313,433,535,511,0,432
0,-263,-18,-143,-81,680,877,581,337,0,179
0,-84,-98,-230,-216,435,428,445,553,0,889
0,-235,38,-130,-301,614,366,76,369,0,351
0,141,-74,-130,-351,347,132,428,463,0,772
0,-66,-123,-237,63,485,349,341,453,0,665
0,42,-287,136,-51,549,355,431,566,0,376
0,-202,-108,-239,-223,413,795,349,507,0,758
0,-11,-66,-56,126,233,820,542,699,0,205
0,-252,55,59,66,446,616,285,161,0,246
0,-28,16,91,-298,517,327,156,542,0,778
0,-180,-183,-138,-40,563,225,498,383,0,955
0,93,-314,-13,-22,450,368,544,359,0,851
0,-87,125,-103,-228,654,557,184,672,0,2
0,-226,131,163,-285,702,392,411,243,0,770
0,1,52,-308,-302,154,376,497,265,0,49
0,-32,-92,72,-124,711,370,162,442,0,531
0,-163,-193,166,-155,556,395,485,322,0,320
0,47,1,95,141,499,320,373,534,0,633
0,-202,-241,114,-3,523,353,319,424,0,52
0,-199,-290,-28,-73,618,630,378,406,0,89
0,-220,44,-285,-286,894,318,137,425,0,244
0,-136,106,-245,-324,327,339,527,534,0,483
0,26,-326,-215,-112,815,575,356,156,0,971
0,-196,-237,-1,-230,460,669,724,513,0,65
0,151,54,-4,91,359,165,495,398,0,117
0,6,33,128,-41,395,539,700,257,0,259
0,-116,88,119,-23,287,527,386,340,0,726
0,-211,-273,-140,64,576,260,87,476,0,158
0,51,-319,-204,-284,295,682,320,259,0,387
0,-257,83,-52,-230,211,502,374,173,0,717
0,-159,115,-165,-250,550,347,260,406,0,494
0,-139,-316,59,-107,652,265,464,357,0,289
0,-143,-23,-45,-304,584,305,501,361,0,82
0,-294,-244,-46,-184,623,669,212,242,0,218
0,-135,44,-59,106,669,632,458,455,0,48
0,-137,-254,176,88,266,640,455,538,0,281
0,-171,-136,-92,-275,434,406,359,447,0,141
0,-219,-86,-122,-107,453,620,392,33,0,968
0,-72,67,-288,-228,661,490,554,462,0,988
0,110,-224,-217,173,504,409,427,655,0,59
0,-40,-103,-286,-160,354,582,593,565,0,833
0,94,-154,-132,-283,459,464,509,426,0,260
0,-285,150,-306,82,549,425,378,445,0,757
0,-226,-290,-236,149,656,598,508,533,0,266
0,-146,-36,-84,-65,646,347,223,226,0,707
0,-50,179,-10,-306,391,567,471,354,0,608
0,124,167,-4,-297,818,373,458,72,0,120
0,72,-68,79,8,244,385,220,638,0,328
0,-198,-123,-119,-185,517,465,276,327,0,235
0,120,98,142,-304,396,508,237,543,0,184
0,-46,-282,-128,-45,528,620,219,126,0,43
0,43,-187,-165,-273,405,501,543,392,0,341
0,184,147,177,105,379,524,172,213,0,555
0,-278,-49,-102,-55,583,747,389,277,0,56
0,-220,-165,-72,45,666,512,543,397,0,314
0,172,-263,186,-71,275,334,337,470,0,129
0,-252,168,-9,-114,480,360,482,594,0,355
0,105,-264,-124,-187,542,440,499,387,0,191
0,101,117,168,-159,664,476,285,618,0,341
0,-36,-154,93,-79,681,585,253,342,0,174
0,-165,7,-230,-286,357,71,541,130,0,637
0,-47,154,-165,195,730,530,478,271,0,4
0,42,-220,-259,-291,460,705,138,462,0,357
0,-111,-170,-206,-105,526,291,327,339,0,102
0,84,103,-95,-98,580,430,407,342,0,825
0,-114,-162,-37,-237,295,611,494,178,0,50
0,-121,-184,-60,-210,606,637,542,381,0,444
0,-16,154,10,200,600,566,659,410,0,198
0,-126,-300,11,210,444,520,585,308,0,254
0,36,48,32,-114,401,786,346,262,0,502
0,-15,-166,-95,-108,266,486,421,523,0,708
0,-114,-171,-77,116,438,719,259,204,0,207
0,-186,-24,-90,-31,335,599,259,654,0,356
0,207,-177,-161,25,592,264,383,572,0,717
0,120,-37,-34,90,434,558,420,549,0,926
0,-260,-152,-214,-263,555,143,393,326,0,371
0,204,-273,-214,-220,571,475,437,454,0,977
0,-284,122,-175,170,399,303,548,424,0,897
0,-255,-12,-48,55,364,562,409,583,0,442
0,-163,83,151,-169,747,570,492,417,0,506
0,-87,209,18,-77,700,517,727,430,0,965
0,126,62,-183,-107,253,561,422,409,0,46
0,-46,7,44,-224,258,617,396,313,0,321
0,185,-80,119,-72,703,437,184,146,0,62
0,73,-257,176,-221,389,551,618,312,0,129
0,-116,82,-241,-101,317,430,198,500,0,695
0,88,-136,-190,-142,403,597,472,21,0,672
0,86,-222,129,-239,475,458,292,569,0,295
0,138,-46,55,-154,446,409,221,265,0,87
0,-119,-203,-36,-35,477,622,598,551,0,861
0,-77,-31,-98,-240,499,507,337,214,0,812
0,69,-159,-230,-258,524,642,475,618,0,387
0,183,155,-263,-15,545,366,420,222,0,173
0,-94,-154,-128,45,121,361,450,308,0,261
0,67,-28,88,11,408,529,389,475,0,735
0,-139,-190,224,-29,473,519,328,345,0,899
0,30,18,-113,-237,218,600,76,417,0,973
0,-91,25,-170,51,275,272,592,489,0,935
0,-176,-47,-165,135,299,235,327,425,0,986
0,-3,62,-69,-94,483,702,458,358,0,649
0,-167,-186,-67,-98,523,174,578,307,0,122
0,121,-167,192,153,494,538,93,407,0,139
0,139,-125,150,-118,601,715,424,534,0,879
0,109,206,246,218,654,586,426,379,0,495
0,-244,-201,117,213,169,538,226,172,0,482
0,-90,133,179,-185,561,450,183,416,0,69
0,208,130,-88,-230,646,595,373,390,0,54
0,-78,52,56,58,192,403,215,201,0,320
0,23,-25,-202,-186,506,610,64,564,0,731
0,-259,-100,-161,118,531,566,245,263,0,235
0,-137,218,-17,189,373,574,640,145,0,468
0,198,35,-166,204,554,530,579,522,0,188
0,-162,23,140,-232,400,491,152,464,0,887
0,181,36,27,-61,546,343,411,311,0,366
0,-169,-238,16,21,349,641,578,432,0,681
0,180,128,-209,123,553,291,21,113,0,982
0,-56,-181,-48,186,630,417,349,258,0,253
0,40,-140,70,44,450,413,312,679,0,212
0,85,78,177,141,343,376,334,461,0,120
0,93,73,-56,7,270,437,369,511,0,706
0,226,173,-66,-92,181,205,307,519,0,665
0,101,-175,240,157,348,126,126,575,0,373
0,-56,135,113,110,234,307,351,415,0,613
0,-192,134,44,187,371,411,36,291,0,185
0,176,-47,236,42,450,308,499,430,0,852
0,-76,-237,-93,172,615,429,448,369,0,471
0,17,-97,10,70,643,401,275,476,0,553
0,197,226,205,-106,602,658,448,283,0,450
0,83,-132,84,-6,481,476,456,487,0,100
0,229,88,-165,-7,299,736,487,455,0,313
0,-110,135,-200,-49,508,350,260,644,0,641
0,63,45,-16,193,595,419,468,506,0,720
0,-91,-33,-77,49,675,341,263,454,0,766
0,4,-164,251,-174,744,217,268,185,0,747
0,14,17,187,-105,566,325,388,365,0,380
0,-242,27,182,-58,468,578,375,442,0,659
0,-45,138,-79,188,303,359,337,534,0,1015
0,-205,215,4,-124,430,616,365,388,0,973
0,-78,114,80,183,647,516,203,465,0,462
0,242,236,-170,-179,138,619,626,336,0,371
0,-127,-219,-109,-199,631,275,418,258,0,33
0,163,236,203,-66,148,473,459,345,0,451
0,-32,-133,-116,242,360,467,371,403,0,851
0,188,203,190,-55,402,548,224,607,0,77
0,222,28,-176,-4,357,486,620,290,0,545
0,124,-89,-133,222,564,364,462,591,0,406
0,-219,-99,142,-235,534,326,219,403,0,595
0,139,-100,261,169,551,206,385,374,0,486
0,230,-198,-71,19,649,340,533,340,0,906
0,-225,193,26,-208,652,512,351,383,0,1011
0,154,-123,-190,-101,507,525,323,488,0,65
0,114,-219,17,-51,516,370,452,495,0,379
0,-166,181,-68,107,636,662,345,616,0,703
0,92,-62,-65,65,336,388,455,235,0,1002
0,-22,-44,57,-224,804,321,373,279,0,427
0,46,-236,56,-256,589,754,315,71,0,390
0,-107,-225,253,173,487,355,506,555,0,206
0,-120,92,40,204,232,416,508,64,0,708
0,-202,45,158,96,567,632,226,396,0,110
0,23,22,-39,-218,743,722,99,382,0,783
0,151,-178,164,155,733,636,383,275,0,61
0,-87,5,77,-52,598,337,132,213,0,406
0,77,151,-52,-144,416,473,444,98,0,135
0,-84,-126,90,189,203,534,160,453,0,666
0,159,77,-15,-55,382,588,245,479,0,910
0,216,173,156,73,236,500,311,317,0,270
0,242,-213,167,54,468,590,606,647,0,594
0,122,-75,-9,245,547,567,371,603,0,305
0,-206,-186,40,-228,503,439,493,530,0,953
0,18,90,-57,-143,140,488,301,349,0,877
0,-195,245,199,113,270,595,350,308,0,215
0,-15,11,-14,266,651,637,459,509,0,130
0,65,-25,19,264,562,555,511,581,0,257
0,45,1,210,153,237,510,372,454,0,741
0,-56,45,103,-249,712,626,115,285,0,328
0,122,94,-149,212,594,449,361,400,0,576
0,105,95,232,-113,400,571,509,127,0,745
0,236,-222,-208,212,534,638,456,375,0,845
0,39,-92,-190,155,369,433,512,612,0,752
0,39,113,125,-52,328,300,588,345,0,218
0,62,97,186,-29,498,565,77,313,0,95
0,204,-50,-136,28,603,778,559,111,0,131
0,34,112,-144,58,339,419,95,490,0,836
0,120,116,-61,-117,264,486,528,405,0,625
0,65,-27,52,-66,502,227,277,498,0,435
0,74,-172,152,82,454,337,41,375,0,377
0,-44,86,95,-156,304,528,505,434,0,628
0,29,-175,104,189,577,204,290,117,0,477
0,95,-67,-124,137,665,354,271,260,0,71
0,132,222,158,23,551,533,300,525,0,626
0,-127,227,-216,160,487,677,538,53,0,976
0,9,135,-165,-54,682,564,415,125,0,883
0,-233,84,55,-62,473,495,501,453,0,144
0,40,-229,157,164,160,560,36,367,0,514
0,-157,52,-152,-53,336,591,463,191,0,738
0,40,89,227,103,332,568,261,264,0,560
0,84,73,-206,-15,45,506,267,443,0,717
0,-37,-97,229,192,609,582,348,481,0,284
0,98,109,121,192,529,576,374,149,0,889
0,115,-44,-30,209,272,699,500,213,0,114
0,57,68,95,93,634,528,268,218,0,835
0,-30,-162,242,199,480,635,388,270,0,688
0,58,-254,-187,-180,591,469,448,167,0,271
0,231,103,38,87,655,590,452,345,0,922
0,27,170,125,221,632,568,419,466,0,599
0,94,-243,-43,-236,275,475,477,477,0,586
0,137,35,-124,130,384,552,229,313,0,932
0,173,95,226,246,197,436,472,307,0,682
0,-81,-115,174,-184,496,607,450,174,0,252
0,-206,128,213,-40,744,274,359,425,0,29
0,120,130,-197,-176,280,438,435,236,0,137
0,-30,-187,162,55,526,771,289,661,0,183
0,52,-242,-81,182,484,633,525,427,0,915
0,219,53,168,-247,322,422,500,460,0,149
0,-34,-170,42,-161,601,642,437,454,0,200
0,45,224,221,-209,196,705,587,106,0,35
0,-59,-103,101,160,500,523,247,441,0,329
0,34,5,94,78,767,418,517,248,0,864
0,90,-156,-244,220,496,502,533,186,0,72
0,-217,42,107,44,585,664,405,493,0,95
0,106,58,100,123,538,851,492,395,0,579
0,-129,76,136,-161,679,485,426,503,0,248
0,-39,225,-128,-243,601,504,485,295,0,165
0,-63,-174,115,146,699,293,545,553,0,640
0,53,-101,-180,159,559,451,387,205,0,813
0,-108,-49,-74,-34,537,124,273,519,0,327
0,-183,-166,-249,-110,628,287,25,592,0,790
0,26,-88,-168,256,618,320,382,412,0,173
0,-241,-164,26,237,563,520,355,230,0,235
0,-242,201,-124,210,482,475,142,188,0,661
0,-165,-29,79,-124,376,675,520,348,0,368
0,22,107,122,15,632,214,218,467,0,864
0,70,-238,39,-161,448,469,130,580,0,384
0,-125,149,-267,43,456,607,395,583,0,747
0,-109,43,210,-134,555,551,200,589,0,755
0,157,190,182,112,381,674,281,265,0,725
0,180,18,172,-76,653,455,518,132,0,31
0,144,19,-255,194,484,374,338,456,0,61
0,-80,55,-215,-95,402,470,388,113,0,797
0,23,-118,-261,146,614,95,432,594,0,930
0,119,-45,-147,146,462,557,501,383,0,518
0,-190,-141,84,185,644,593,162,552,0,431
0,-136,-210,216,-62,606,804,396,473,0,407
0,54,-184,-85,33,498,450,494,332,0,77
0,99,-162,-233,179,260,512,425,632,0,67
0,-102,-43,-199,-103,608,483,481,117,0,151
0,78,0,-110,180,633,366,578,418,0,995
0,-115,212,87,149,637,246,284,388,0,74
0,-12,-112,-190,98,552,608,232,372,0,449
0,-162,254,223,198,515,626,146,468,0,869
0,-26,-144,-204,16,548,582,177,208,0,859
0,8,43,-186,-90,730,604,440,272,0,215
0,18,-221,-86,-21,559,331,561,456,0,112
0,45,51,-161,224,529,611,493,340,0,904
0,-248,74,-123,225,309,435,283,501,0,903
0,-164,156,30,25,414,633,555,380,0,647
0,-224,-172,-55,-73,799,609,377,296,0,467
0,28,169,-6,-57,582,422,321,462,0,219
0,-114,116,-88,-187,602,432,530,610,0,80
0,228,-216,-170,-247,516,720,355,118,0,822
0,203,-159,2,207,585,458,159,529,0,889
0,65,18,-62,50,295,637,235,149,0,605
0,-186,-12,-141,-173,436,186,319,332,0,707
0,149,-233,198,45,253,543,580,465,0,99
0,-44,252,104,-96,465,187,340,133,0,437
0,-121,-133,-19,71,569,463,529,315,0,760
0,-194,258,133,106,670,662,430,333,0,296
0,240,104,-88,48,184,396,316,164,0,55
0,-156,235,-186,-40,310,512,594,606,0,835
0,115,45,-88,-5,539,473,398,187,0,546
0,231,-184,-245,251,393,573,301,533,0,656
0,76,210,105,136,454,405,370,478,0,1
0,-2,-130,-118,-41,276,529,162,413,0,376
0,68,-192,-87,135,545,584,638,406,0,501
0,-69,-84,135,-28,494,279,194,233,0,523
0,19,-41,206,10,590,412,541,475,0,916
0,-53,251,67,147,529,575,373,307,0,277
0,-141,-92,-17,40,509,516,238,368,0,839
0,103,-103,202,130,638,346,665,339,0,124
0,194,-216,197,178,444,561,549,510,0,483
0,58,206,107,-234,638,387,405,516,0,167
0,109,-156,-2,183,703,664,276,519,0,16
0,209,124,-37,3,285,451,444,436,0,657
0,-173,-264,-132,3,497,274,604,386,0,98
0,188,-151,-158,-229,506,450,370,359,0,807
0,28,-188,39,47,536,598,290,184,0,442
0,-84,176,70,-154,369,428,437,277,0,534
0,-243,211,-187,59,551,633,444,164,0,492
0,-131,181,208,33,518,611,495,434,0,119
0,-121,-95,-96,-153,632,244,394,472,0,159
0,209,190,-146,-38,542,503,369,481,0,701
0,150,132,59,157,570,533,272,449,0,959
0,122,-259,80,78,599,363,378,352,0,155
0,6,84,-187,-68,417,581,46,319,0,555
0,-164,-28,-47,-100,517,408,494,129,0,260
0,222,110,-254,-100,166,240,86,378,0,408
0,216,230,153,-191,603,428,458,597,0,720
0,121,224,44,146,452,538,353,458,0,728
0,21,149,119,-221,436,481,60,534,0,789
0,-175,27,-28,19,215,470,439,455,0,777
0,-152,-107,51,-72,503,599,138,209,0,971
0,127,54,-178,-24,451,569,546,589,0,157
0,158,-187,133,253,446,164,264,599,0,2
0,62,-14,-185,150,464,448,385,274,0,999
0,83,-88,92,64,565,687,353,273,0,72
0,10,119,209,43,566,415,477,472,0,212
0,-232,182,-11,112,295,404,118,299,0,851
0,114,176,162,-218,343,617,488,117,0,145
0,-177,242,-160,111,517,448,462,432,0,326
0,106,117,-165,-56,291,505,616,462,0,620
0,-74,55,257,164,424,440,138,140,0,615
0,56,-265,9,-106,442,245,560,355,0,608
0,93,42,-137,139,397,393,260,229,0,614
0,-183,-6,-231,-131,550,638,267,517,0,426
0,104,116,214,-21,181,530,290,391,0,760
0,-185,197,124,-261,477,353,477,463,0,106
0,-237,231,-87,158,721,589,504,425,0,234
0,-187,83,6,153,720,479,402,334,0,375
0,-82,5,-225,90,489,237,478,341,0,52
0,-1,113,-171,-33,406,547,153,513,0,586
0,-210,-22,-51,-80,468,633,267,499,0,1016
0,198,114,-206,134,548,528,126,373,0,111
0,-207,15,-213,-205,390,690,511,176,0,825
0,-87,117,-54,-95,397,400,391,227,0,544
0,68,147,-173,178,496,551,319,651,0,249
0,252,139,-4,-236,623,627,437,473,0,469
0,197,4,227,45,418,640,353,307,0,823
0,-192,231,-162,130,263,383,428,76,0,765
0,148,204,23,-182,623,517,601,493,0,268
0,156,-81,102,156,457,418,293,456,0,794
0,155,-93,-56,-84,239,592,440,466,0,727
0,225,-105,-137,64,780,510,447,434,0,987
0,156,213,162,18,740,574,412,410,0,702
0,16,-221,-175,102,753,449,328,413,0,236
0,-233,96,167,74,636,464,550,198,0,977
0,7,14,232,80,264,573,349,212,0,795
0,-64,-117,225,-192,679,226,117,598,0,295
0,-203,193,191,181,613,436,395,473,0,470
0,83,-119,-110,-71,233,519,308,548,0,894
0,113,159,-204,149,694,432,608,426,0,216
0,28,26,79,-109,674,477,75,348,0,828
0,193,-115,158,86,354,570,183,123,0,515
0,158,-159,150,-66,487,349,487,389,0,147
0,-192,-64,134,-130,603,515,280,287,0,492
0,-72,-36,200,-168,414,523,326,283,0,266
0,-74,-107,-196,-53,441,311,526,525,0,593
0,147,99,207,-67,698,602,356,512,0,685
0,-104,-93,119,-124,179,395,411,308,0,17
0,-115,78,-206,-238,614,313,627,380,0,673
0,108,217,-177,-159,598,240,182,104,0,141
0,-111,-198,217,-65,602,351,285,534,0,278
0,123,93,115,215,338,499,280,288,0,857
0,161,-220,-205,45,666,532,490,508,0,677
0,78,-106,34,-24,520,414,384,537,0,248
0,125,-5,48,71,305,340,522,493,0,744
0,90,-101,190,-58,612,496,293,558,0,61
0,120,255,-145,-210,716,184,339,427,0,729
0,25,-158,-92,-94,549,238,384,551,0,237
0,208,-188,19,-231,456,515,475,353,0,1005
0,228,-118,214,-76,256,444,357,483,0,986
0,-66,-159,-28,105,658,642,133,502,0,145
0,88,21,210,142,502,464,102,494,0,728
0,213,148,-34,-190,516,695,319,561,0,78
0,19,-165,153,-44,673,556,353,553,0,906
0,139,76,139,107,459,586,488,389,0,993
0,201,36,-62,-52,526,456,233,427,0,671
0,242,-178,102,105,504,328,150,441,0,531
0,-53,-174,-88,-55,394,694,482,238,0,319
0,-208,153,-106,-200,529,458,325,450,0,894
0,64,-3,53,-92,466,376,562,167,0,260
0,-237,-3,-158,-136,629,284,528,270,0,772
0,2,-221,199,-196,223,671,334,230,0,200
0,-121,58,-48,-222,603,320,534,337,0,690
0,-265,-157,141,-188,573,652,357,642,0,578
0,-58,39,171,-208,497,409,452,331,0,981
0,218,-181,-29,62,553,485,227,206,0,497
0,190,-156,30,-203,527,481,322,468,0,50
0,43,-145,-223,-223,555,542,378,276,0,408
0,-123,176,94,80,660,274,571,168,0,598
0,74,-196,-8,-106,580,397,205,317,0,378
0,115,199,-143,45,490,509,170,198,0,123
0,171,65,-181,67,417,611,230,240,0,324
0,-100,-20,-117,96,547,394,239,571,0,345
0,13,14,-193,9,616,432,655,381,0,247
0,-208,125,-95,105,699,586,415,642,0,543
0,-58,15,115,76,792,301,292,282,0,316
0,-176,177,49,90,548,408,478,588,0,928
0,197,-57,-25,-80,257,544,527,361,0,654
